POS,PLAYER,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
48,Parthiv Patel,130.5,13,0,0,42,3,6,0
49,Anil Kumble,122,10,7,85,1,0,4,0
50,Dhawal Kulkarni,120.5,10,11,77,0,0,2,0
51,Pragyan Ojha,117,13,11,71,0,0,3,0
52,Ajit Agarkar,116,9,8,66,5,2,1,0
53,Umar Gul,113,6,12,51,1,5,0,0
54,Laxmi Ratan Shukla,104,13,6,18,17,5,2,0
55,Scott Styris,103.5,8,3,61,9,2,1,0
56,Lakshmipathy Balaji,101,9,11,60,0,0,1,0
57,Abhishek Nayar,99,14,1,14,16,9,4,0
58,Vinay Kumar,95,8,5,59,2,1,4,0
59,Mohammad Asif,94.5,8,8,64,0,0,1,0
60,Subramaniam Badrinath,93,16,0,0,21,8,5,0
61,Amit Mishra,92,6,11,41,3,0,2,0
62,Dilhara Fernando,91,5,10,51,0,0,2,0
63,Mark Boucher,91,10,0,0,24,6,3,1
64,Brendon McCullum,87.5,4,0,0,13,15,1,0
65,Joginder Sharma,87,8,8,43,1,1,4,0
66,SB Bangar,87,11,4,55,1,3,2,0
67,Salman Butt,87,7,0,0,30,2,2,0
68,Sachin Tendulkar,87,7,0,0,26,2,6,0
69,Andrew Symonds,85.5,4,0,9,15,9,3,0
70,Rajat Bhatia,83.5,9,6,48,2,2,1,0
71,Stephen Fleming,83,10,0,0,27,3,2,0
72,Herschelle Gibbs,83,9,0,0,17,8,5,0
73,Kamran Akmal,83,6,0,0,13,8,5,4
74,Matthew Hayden,81,4,0,0,24,6,0,0
75,Wriddhiman Saha,79.5,12,0,0,12,7,8,2
76,Virat Kohli,78,13,2,7,18,4,2,0
77,DP Vijaykumar,77,9,4,63,0,0,0,0
78,Mohammad Kaif,76,16,0,0,14,6,8,0
79,S Vidyut,74,9,1,5,21,3,1,0
80,Brett Lee,74,4,4,44,2,1,3,0
81,Michael Hussey,73.5,4,0,0,12,11,2,0
82,Ravindra Jadeja,72,14,0,6,11,6,7,0
83,Balachandra Akhil,71.5,7,2,34,4,3,4,0
84,Tillakaratne Dilshan,69.5,7,1,3,14,3,7,0
85,Mahela Jayawardene,69.5,13,0,0,15,7,3,0
86,Ross Taylor,67.5,4,0,0,13,10,0,0
87,Pradeep Sangwan,67,7,5,47,0,0,1,0
88,Dinesh Karthik,66.5,13,0,0,13,4,6,2
89,Luke Pomersbach,66.5,5,0,0,13,9,1,0
90,Chaminda Vaas,62,5,5,41,0,1,0,0
91,VVS Laxman,61,6,0,0,22,1,1,0
92,Ramesh Powar,59,5,3,30,4,1,2,0
93,Murali Kartik,59,6,3,31,3,0,4,0
94,P Amarnath,58.5,6,7,29,0,0,2,0
95,Dwayne Smith,58.5,4,5,25,5,1,0,0
96,Jacob Oram,56,4,3,32,1,1,3,0
97,Dwaraka Ravi Teja,54,7,1,3,10,5,2,0
98,Harbhajan Singh,51.5,3,5,16,1,3,2,0
99,RR Raje,51.5,6,5,29,1,0,1,0
100,Dominic Thornely,49,6,3,19,2,2,3,0
101,Misbah-ul-Haq,48.5,8,0,0,10,6,1,0
102,W Jaffer,48,6,0,0,12,3,3,0
103,Manoj Tiwary,47.5,9,0,0,16,0,3,0
104,Shoaib Malik,47,7,2,15,5,0,5,0
105,Cameron White,41.5,8,0,0,8,4,3,0
106,NK Patel,41,5,0,0,13,1,2,0
107,Shoaib Akhtar,40.5,3,5,23,0,0,0,0
108,Debabrata Das,40,6,0,0,9,5,0,0
109,K Goel,38.5,7,0,2,7,4,2,0
110,DNT Zoysa,36,3,2,24,1,0,1,0
111,Shreevats Goswami,36,4,0,0,9,1,2,2
112,Gajendra Singh,35.5,4,3,25,0,0,0,0
113,Simon Katich,34.5,2,0,0,11,2,0,0
114,Dinesh Salunkhe,34,6,1,13,5,0,2,0
115,Mahesh Rawat,33.5,11,0,0,3,1,9,0
116,Mohammad Hafeez,29.5,8,1,15,2,1,1,0
117,Brett Geeves,26,2,1,15,0,0,3,0
118,Luke Ronchi,26,4,0,0,6,1,3,0
119,Siddharth Chitnis,25.5,3,2,10,1,1,1,0
120,LPC Silva,23.5,3,0,0,5,1,3,0
121,AB de Villiers,23.5,6,0,0,5,1,3,0
122,Daniel Vettori,23,2,2,16,0,0,0,0
123,SB Joshi,21.5,4,1,18,0,0,0,0
124,Ramnaresh Sarwan,21,4,0,0,6,1,1,0
125,MA Khote,20.5,4,2,5,2,1,0,0
126,Pankaj Singh,20.5,5,0,18,0,0,1,0
127,Pinal Shah,20,5,0,0,4,0,4,0
128,D Kalyankrishna,19.5,3,2,10,0,0,1,0
129,Arjun Yadav,19.5,8,0,0,5,2,0,0
130,Dimitri Mascarenhas,18.5,1,2,8,0,1,0,0
131,Aakash Chopra,17.5,5,0,0,5,0,2,0
132,WA Mota,16.5,4,1,3,2,0,2,0
133,PM Sarvesh Kumar,14.5,2,1,11,0,0,0,0
134,Ricky Ponting,13.5,4,0,0,2,1,2,0
135,Saurabh Tiwary,13.5,3,0,0,3,1,1,0
136,Ajantha Mendis,12.5,1,1,9,0,0,0,0
137,J Arunkumar,12.5,3,0,0,5,0,0,0
138,Ashley Noffke,12,1,1,6,1,0,0,0
139,Andre Nel,10.5,1,1,7,0,0,0,0
140,Chamara Kapugedera,10,5,0,0,0,0,4,0
141,Tatenda Taibu,10,3,0,0,3,0,1,0
142,Shivnarine Chanderpaul,10,3,0,0,4,0,0,0
143,Bharat Chipli,10,3,0,0,3,0,1,0
144,VS Yeligati,8,2,0,8,0,0,0,0
145,Abhinav Mukund,7.5,2,0,0,0,0,3,0
146,Brad Hodge,7.5,3,0,0,2,0,1,0
147,Darren Lehmann,7.5,2,0,0,3,0,0,0
148,DT Patil,7.5,2,0,0,1,0,2,0
149,Iqbal Abdulla,6,1,0,6,0,0,0,0
150,T Kohli,6,2,0,0,0,1,1,0
151,U Kaul,5,5,0,0,0,0,2,0
152,Tanmay Srivastava,5,5,0,0,0,0,2,0
153,Abdur Razzak,5,1,0,5,0,0,0,0
154,Mithun Manhas,2.5,1,0,0,0,0,1,0
155,Ajinkya Rahane,2.5,2,0,0,1,0,0,0
156,Younis Khan,2.5,1,0,0,0,0,1,0
157,Srikkanth Anirudha,0,1,0,0,0,0,0,0
158,H Das,0,1,0,0,0,0,0,0
159,P Dharmani,0,1,0,0,0,0,0,0
160,Sunny Sohal,0,2,0,0,0,0,0,0
161,Manish Pandey,0,3,0,0,0,0,0,0
162,RV Pawar,0,1,0,0,0,0,0,0
